Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Question 10,Question 11,Question 12,Question 13,Question 14,Question 15,Question 16,Question 17,Question 18,Question 19,Question 20,Question 21,Question 22,Question 23,Question 24,Question 25,Question 26,Question 27,Question 28,Question 29,Question 30,Question 31,Question 32,Question 33,Question 34,Question 48,Question 49,Question 50,Question 51,Question 52,Question 53,Question 54,Question 55,Question 56,Question 57,Question 58,Question 59,Question 60,Question 61,Question 62,Question 63,Question 64,Question 65,Question 66,Question 67,Question 68,Question 69,Question 70,Question 71,Question 72,Question 73,Question 74,Question 75,Question 76,Question 77,Question 78,Question 79,Question 80,Question 81,Question 82,Question 83,Question 84,Question 85,Question 86,Question 87,Question 88,Question 89,Question 90,Question 91,Question 92,Question 93,Question 94,Question 95,Question 96,Question 97,Question 98,Question 99,Question 100,Question 101,Question 102,Question 103,Question 104,Question 105,Question 106,Question 107,Question 108,Question 109,Question 110,Question 111,Question 112,Question 113,Question 114,Question 115,Question 116,Question 117,Question 118
38,Male,United States of America,Nebraska,No,No,Yes,26-100,No,Yes,I don't know,No,Yes,Yes,No,I don't know,Very easy,Maybe,Maybe,nan,nan,Yes,Some did,"No, I only became aware later",None did,None did,I don't know,"No, none of my previous supervisors",No,Neutral,No,Don't Know,Yes,Yes,Not applicable to me,Often,United States of America,Nebraska,nan,nan,nan,nan,"Yes, I experienced",Physical health,No,nan,No,nan,No,nan,0,0,nan,nan,Yes,Physical health,Yes,Told manager I suspected depression. Followed up once and I had not scheduled an appointment with a professional. Never followed up again.,No,nan,No,nan,5,5,No,nan,nan,3,"Manager didn't care or thought it was an excuse, and only followed up once",No,nan,1,Explicitly state the steps to seek help. Therapist? General practitioner? Psychiatrist? ERP? There is no clarity about where to start,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,Male,United States of America,Virginia,No,No,Yes,More than 1000,Yes,Yes,I don't know,Maybe,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,nan,nan,Yes,I don't know,N/A (was not aware),None did,None did,I don't know,Some of my previous supervisors,Yes,Very open,nan,No,No,nan,Not applicable to me,Not applicable to me,United States of America,Virginia,nan,nan,nan,nan,No,Same level of comfort for each,Yes,nan,No,nan,No,nan,5,5,nan,nan,Yes,Physical health,No,nan,No,nan,No,nan,5,5,No,nan,nan,5,nan,No,nan,4,nan,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,Female,Pakistan,nan,No,No,No,More than 1000,No,Not eligible for coverage / NA,I don't know,No,No,No,No,No,Somewhat difficult,No,No,nan,nan,Yes,Some did,N/A (none offered),None did,None did,I don't know,"No, none of my previous supervisors",Maybe,Somewhat not open,Maybe,No,Don't Know,nan,Rarely,Not applicable to me,Pakistan,nan,nan,nan,nan,nan,Maybe/Not sure,Physical health,No,nan,No,nan,No,nan,2,1,nan,nan,No,Physical health,No,nan,No,nan,No,nan,3,4,No,nan,nan,5,nan,Maybe/Not sure,nan,2,nan,nan,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,Male,United States of America,Washington,No,Yes,Yes,More than 1000,Yes,Yes,I don't know,Maybe,No,No,No,Yes,I don't know,No,No,nan,nan,Yes,I don't know,N/A (was not aware),Some did,Some did,I don't know,"No, none of my previous supervisors",Yes,Very open,Yes,Possibly,Yes,Yes,Rarely,Often,United States of America,Washington,nan,nan,nan,nan,"Yes, I experienced",Physical health,Yes,They didn't seem to want to discuss and offered mental health days off.,Yes,Discussed stress from projects and changes. Wondered and discussed why leaders within the org weren't addressing.,Yes,Approached me about how stressed out and exhausted they were about a project.,6,3,nan,nan,Yes,Physical health,Yes,"Brought up that I was seeing a therapist, they immediately took projects away from me, even though I felt ok and was performing high.",Yes,Stress-related discussions about deadlines and projects and how leadership doesn't seem to be aware of our mental wellbeing.,No,nan,4,2,No,nan,nan,3,"Director of HR compared me to a ""tower shooter"" because of an assessment result I tested into.",No,nan,1,Talk about it more.,nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,Other,United States of America,Minnesota,No,Yes,Yes,More than 1000,No,Yes,I don't know,Maybe,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,Yes,nan,nan,No,nan,nan,nan,nan,nan,nan,No,Very open,No,Yes,Yes,Yes,Rarely,Often,United States of America,Minnesota,nan,nan,nan,nan,No,Same level of comfort for each,Yes,"I make data visualizations with my mood data, and my supervisor and I talked about it. He also has mental health issues",Yes,I tell people that I go to therapy and have group,Yes,"A cowoker was taking a leave, so I talked with another person about it",7,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,6,nan,"Yes, I observed",nan,3,"I don't think people are always taken seriously when they talk about mental health issues unless they are actively in crisis (suicidal, self-harm, etc)",I am also queer,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,Male,United States of America,Georgia,No,I don't know,No,More than 1000,Yes,I don't know,I don't know,No,Yes,No,No,No,I don't know,Yes,Yes,nan,nan,No,nan,nan,nan,nan,nan,nan,Yes,Very open,No,Don't Know,Don't Know,nan,Sometimes,Rarely,United States of America,Georgia,nan,nan,nan,nan,Maybe/Not sure,Same level of comfort for each,Yes,nan,Yes,I told them I'd rather not check my email at all hours of the day for fear of my mental health.,No,nan,10,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,5,nan,No,nan,5,nan,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,Female,United States of America,Oregon,No,Yes,Yes,More than 1000,No,Yes,I don't know,No,No,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,"Yes, always",Some of my previous supervisors,No,Very open,No,Yes,Yes,Yes,Sometimes,Often,United States of America,Oregon,nan,nan,nan,nan,Maybe/Not sure,Same level of comfort for each,Yes,"I requested an accomodation for an emotional support animal, and my supervisor and my unit director were both very supportive. In fact, my supervisor said she ""had my back"" with this.",Yes,"I'm pretty particular about who I talk about my mental illnesses with, but because I have an ESA, it is rather obvious. I typically just tell them the ESA is for mental health, and they don't see too concerned.",No,nan,5,9,nan,nan,No,Physical health,Yes,"I disclosed my mental illnesses to a previous supervisor, and he actually then disclosed that he shared the same illnesses. I didn't feel so alone after that conversation.",Yes,nan,Yes,nan,8,6,No,nan,nan,8,nan,"Yes, I experienced",nan,4,nan,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,Female,United States of America,Washington,No,Yes,Yes,500-1000,No,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,No,nan,nan,Yes,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Some of my previous supervisors,No,Very open,No,No,No,nan,Not applicable to me,Not applicable to me,United States of America,Washington,nan,nan,nan,nan,No,Same level of comfort for each,No,nan,Yes,Being a care giver,Yes,Shared their story.,10,4,nan,nan,No,Physical health,No,nan,Yes,Sharing stressors,Yes,Sharing care giver stories,10,2,No,nan,nan,5,nan,No,nan,3,Not see mental illness as the source of bad things or antsocial issues.,Brain Injury stigmas not covered anywhere.,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,Male,United States of America,Washington,No,I don't know,Yes,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (none offered),None did,None did,I don't know,"No, none of my previous supervisors",No,Neutral,Yes,Yes,Yes,Yes,Sometimes,Often,United States of America,Washington,nan,nan,nan,nan,"Yes, I observed",Physical health,Yes,I went straight to HR and registered for FMLA after I was hired rather than discussing it with my management first.,Yes,"It's a lop-sided bag. A few are comfortable with it and understand completely. Several have told me I shouldn't talk/say anything about it. However, most don't know.",Yes,"I have two coworkers that have partners with mental illness. One's partner is being treated for the same illness as me, so he tends to ask me about what he can do to help and comfort his partner. He also confers about what his partner goes though and what advice i can give. The other coworker's partner has an illness that has similar qualities and basically offers help if ever i need it and is a very non-judgemental individual that I feel comfortable talking to. ",5,2,nan,nan,No,Physical health,No,nan,Yes,"One coworker's family all suffered from mental illness, which made it pretty easy to talk about.",Yes,Same as the previous answer for L. except he brought his family's MI up first.,0,0,Yes,Yes,2,3,My wife worked for the same employer and has borderline + cptsd. She was told to be 'happier' at work and was poorly treated by her supervisors - she was basically pushed out.,"Yes, I experienced",nan,2,They really need to make mental health awareness a required training for managers and up.,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,Male,Poland,nan,No,No,No,26-100,Yes,No,I don't know,No,Yes,nan,No,No,Somewhat easy,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (none offered),None did,None did,I don't know,Some of my previous supervisors,No,Very open,nan,Yes,Possibly,nan,Not applicable to me,Often,Poland,nan,nan,nan,nan,nan,Maybe/Not sure,Same level of comfort for each,No,nan,No,nan,No,nan,0,0,nan,nan,No,Same level of comfort for each,No,nan,Yes,Said I had mood swings,No,nan,0,0,No,nan,nan,2,nan,No,nan,1,nan,nan,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,Male,United States of America,Kansas,No,I don't know,No,More than 1000,No,I don't know,I don't know,Yes,Yes,No,No,I don't know,Somewhat easy,No,Yes,nan,nan,Yes,I don't know,N/A (was not aware),None did,None did,I don't know,"Yes, all of my previous supervisors",Yes,Neutral,nan,No,No,nan,Not applicable to me,Not applicable to me,United States of America,Kansas,nan,nan,nan,nan,No,Physical health,No,nan,No,nan,No,nan,8,7,nan,nan,No,Physical health,No,nan,No,nan,No,nan,5,5,No,nan,nan,6,nan,No,nan,4,Unsure,nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,Male,United States of America,Florida,No,Yes,No,More than 1000,Yes,Yes,I don't know,Yes,Yes,No,No,I don't know,I don't know,Maybe,Yes,nan,nan,Yes,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Some of my previous supervisors,Yes,Very open,nan,No,No,nan,Not applicable to me,Not applicable to me,United States of America,Florida,nan,nan,nan,nan,No,Physical health,No,nan,No,nan,Yes,Coworker described anxiety caused by impossible demands.,7,5,nan,nan,No,Physical health,No,nan,No,nan,No,nan,7,5,No,nan,nan,5,nan,No,nan,4,Discuss mental health preservation in project planning and team management.,nan,Yes,Asian,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,Male,United States of America,Illinois,No,I don't know,Yes,6-25,Yes,Yes,I don't know,Maybe,Yes,No,No,No,Somewhat easy,Yes,Yes,nan,nan,Yes,I don't know,N/A (was not aware),None did,Some did,I don't know,Some of my previous supervisors,Yes,Very open,No,Yes,Yes,Yes,Rarely,Often,United States of America,Illinois,nan,nan,nan,nan,No,Same level of comfort for each,Yes,They weren’t surprised when I mentioned that I have depression and anxiety. Nothing special happened. I don’t think I was treated any differently.,Yes,"We’ve talked about my depression, anxiety, and chronic insomnia. They were concerned but I don’t think anything was taken badly. I was comfortable discussing it. ",Yes,"A former coworker told me about her depression and suicide attempts. She knew I also have depression and felt comfortable sharing. I think we bonded a bit and became closer but she doesn’t work here anymore. Not for anything to do with depression, though. ",5,5,nan,nan,No,Same level of comfort for each,No,nan,Yes,Much the same. They reacted with concern and some had some questions. I’ve never had it taken badly.,No,nan,5,5,Yes,No,nan,5,nan,Maybe/Not sure,nan,3,I’m not sure. Destigmatize it. Accept it as part of the human condition. Don’t treat it differently than some physical ailment.,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,Male,Canada,nan,No,I don't know,Yes,26-100,No,Yes,I don't know,No,Yes,Yes,No,Yes,I don't know,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (none offered),None did,None did,I don't know,"No, none of my previous supervisors",No,Somewhat open,No,Yes,Yes,Yes,Sometimes,Often,Canada,nan,nan,nan,nan,nan,No,Physical health,No,nan,Yes,"I’ve mentioned when I go to therapy or had to take a mental health day, if it has needed to come up. I don’t try to make out like it’s out of the ordinary. Or if someone else has inquiered about our mental health benefits, I have talked about what I know and use.",No,nan,8,5,nan,nan,No,Physical health,No,nan,No,nan,No,nan,5,0,No,nan,nan,4,nan,No,nan,3,"Be more organised, less crunch, offer more skill support, let me do my job, and don’t interfere.",nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,Other,United States of America,Washington,No,Yes,Yes,More than 1000,No,Yes,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,Maybe,nan,nan,Yes,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Some of my previous supervisors,No,Very open,No,Yes,Yes,Yes,Rarely,Sometimes,United States of America,Washington,nan,nan,nan,nan,Maybe/Not sure,Physical health,Yes,General discussion about feeling overwhelmed and needing a mental health day. They were supportive. I took the day off.,Yes,"I said I was attending therapy. They seemed surprised, but supportive.",Yes,"I'm depressed and there's a lot of family loss and trauma happening right now, thanks for being there to talk.",6,6,nan,nan,No,Physical health,No,nan,Yes,Commiserating about anxiety and depression and medication withdrawal.,Yes,Commiserating about medication withdrawal and difficulty in finding therapists.,0,0,Yes,No,nan,7,nan,"Yes, I experienced",nan,2,"Hours and deadlines seem ridiculous. Work culture of always going 120% isn't helpful. Too competitive. Need more realistic deadlines, proper funding for automation/technology tools that reduce grunt work, better staffed teams, dedicated break-rooms, and at least 10% of the workweek should be mandatory for relevant personal projects or professional development, better mentoring, and mental health support teams.",nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,Male,United States of America,Ohio,No,Yes,Yes,100-500,Yes,Yes,Yes,No,Yes,Yes,I don't know,I don't know,I don't know,Maybe,Maybe,nan,nan,Yes,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Some of my previous supervisors,Maybe,Very open,Maybe,Yes,Yes,Yes,Sometimes,Often,United States of America,Ohio,nan,nan,nan,nan,Maybe/Not sure,Physical health,No,nan,Yes,Discussed mutual struggle with depression and anxiety.,Yes,Discussed mutual struggle with depression and anxiety.,8,5,nan,nan,Yes,Physical health,No,nan,Yes,Discussed suicidal ideation.,Yes,Discussed issues with anxiety and depression.,6,3,No,nan,nan,6,nan,"Yes, I experienced",nan,4,"More education on mental illness. More consistent coverage for mental health, including therapy, prescriptions, etc.",nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,Female,Spain,nan,No,I don't know,No,100-500,Yes,No,I don't know,No,Yes,nan,No,No,Somewhat easy,No,No,nan,nan,No,nan,nan,nan,nan,nan,nan,No,Somewhat not open,No,Possibly,Possibly,nan,Not applicable to me,Sometimes,Spain,nan,nan,nan,nan,nan,No,Physical health,No,nan,No,nan,No,nan,6,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,4,nan,No,nan,2,Decrease working hours and promote work-life balance. Offer professional help as part of benefits package.,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,Female,Turkey,nan,No,No,No,More than 1000,No,Not eligible for coverage / NA,I don't know,Maybe,Yes,Yes,Yes,No,Somewhat easy,Maybe,Yes,nan,nan,Yes,"No, none did",I was aware of some,None did,None did,Sometimes,Some of my previous supervisors,Maybe,Very open,nan,No,No,nan,Not applicable to me,Not applicable to me,Turkey,nan,nan,nan,nan,nan,No,Same level of comfort for each,Yes,nan,No,nan,Yes,nan,7,7,nan,nan,No,Same level of comfort for each,No,nan,No,nan,No,nan,5,5,No,nan,nan,8,nan,No,nan,3,nan,nan,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,Male,India,nan,No,No,Yes,More than 1000,Yes,No,No,Maybe,Yes,No,No,No,Somewhat easy,No,No,nan,nan,Yes,I don't know,N/A (was not aware),None did,None did,Sometimes,"No, none of my previous supervisors",Maybe,Not open at all,No,nan,Yes,No,Never,Rarely,India,nan,nan,nan,nan,nan,No,Mental health,No,nan,No,nan,No,nan,1,1,nan,nan,Yes,Mental health,No,nan,No,nan,No,nan,0,0,No,nan,nan,0,nan,No,nan,1,They should have proper training of senior management to timely appreciate there subordinate work and do fair review at work place.,Supervisors queries are not added,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,Female,Brazil,nan,No,I don't know,No,More than 1000,Yes,I don't know,I don't know,Maybe,Yes,nan,No,No,I don't know,Maybe,Maybe,nan,nan,No,nan,nan,nan,nan,nan,nan,Maybe,Neutral,nan,Don't Know,Don't Know,nan,Not applicable to me,Not applicable to me,Brazil,nan,nan,nan,nan,nan,I've always been self-employed,Same level of comfort for each,No,nan,No,nan,No,nan,5,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,5,nan,Maybe/Not sure,nan,4,"
","
",No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,Male,United States of America,Tennessee,No,No,Yes,More than 1000,No,Yes,Yes,No,Yes,Yes,No,Yes,Somewhat difficult,Maybe,No,nan,nan,Yes,"Yes, they all did",I was aware of some,Some did,"Yes, they all did","Yes, always","No, none of my previous supervisors",Maybe,Neutral,Maybe,Possibly,No,nan,Rarely,Never,United States of America,Tennessee,nan,nan,nan,nan,No,Physical health,No,nan,Yes,I have only discussed it with others if they mention their own mental health issues first.,Yes,We discussed that they visited a mental health professional about their anger and anxiety issues.,3,1,nan,nan,No,Physical health,No,nan,No,nan,No,nan,9,6,No,nan,nan,5,nan,No,nan,3,nan,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,Female,United States of America,Illinois,No,Yes,Yes,100-500,No,Yes,I don't know,No,Yes,Yes,Yes,No,Somewhat difficult,No,No,nan,nan,Yes,"No, none did",N/A (none offered),None did,None did,I don't know,"No, none of my previous supervisors",Maybe,Not open at all,Yes,Yes,Yes,Yes,Sometimes,Often,United States of America,Illinois,nan,nan,nan,nan,"Yes, I experienced",Physical health,No,nan,No,nan,No,nan,7,5,nan,nan,No,Physical health,No,nan,No,nan,No,nan,7,3,No,nan,nan,2,"I'm a sandwich-caregiver (to both a child and adult) who suffers from chronic stress. Response to requests for support and FMLA are formulaic by HR and ""that's sad our hands are tied"" along w/suggestions that FMLA is ""abused"" by undeserving/lazy people, a signal to me it's better to try to ""fly under the radar"" as I take time off for caregiving (and hope for the best, which of course causes more stress).",No,nan,2,Provide training to employers on how to materially support caregivers.,"Caregivers for those w/mental illness often also have mental illness or chronic stress. Their support needs to be part of the ""open sourcing"".",Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,Male,United States of America,Ohio,No,Yes,Yes,100-500,Yes,Yes,I don't know,Maybe,Yes,No,No,No,Very easy,Maybe,Yes,nan,nan,Yes,"Yes, they all did",I was aware of some,Some did,Some did,Sometimes,"No, none of my previous supervisors",No,Very open,No,Yes,No,nan,Not applicable to me,Not applicable to me,United States of America,Ohio,nan,nan,nan,nan,Maybe/Not sure,Same level of comfort for each,No,nan,No,nan,No,nan,5,9,nan,nan,Yes,Physical health,No,nan,No,nan,Yes,talked about them dealing with a tough family situation,5,2,No,nan,nan,7,nan,Maybe/Not sure,nan,3,less pressure to perform.  structure teams to make absence not be an issue,nan,No,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,Female,United States of America,New York,No,I don't know,Yes,More than 1000,No,Yes,Yes,Maybe,No,Yes,I don't know,Yes,Somewhat difficult,Maybe,No,nan,nan,Yes,I don't know,N/A (none offered),None did,None did,I don't know,"No, none of my previous supervisors",Maybe,Very open,nan,No,Yes,Yes,Rarely,Often,United States of America,New York,nan,nan,nan,nan,No,Physical health,Yes,"I was getting kicked out of my office into an office with no windows, and thus no sunlight at all. I was terrified. I told the head of the department that I'm on antidepressants and having sunlight is crucial for me. He thanked me for telling me and told me he will do his best to work something out. Later, he found me a spot in a different office with windows.",Yes,"We have an WiSE (women in science and engineering) group at my work, and they organize an annual event of open mic - dealing with failure in science and reducing the mental health stigma. Anyone can sign up to tell any story of difficulties they experienced at work or life. It's a safe space created for everyone to share without being judged. I ended up signing up to speak about coping with depression at work. After I was done, multiple people came up to me and thanked me for sharing and told me they dealing with similar things.",Yes,"My coworker and also a good friend who knows about my mental illness confined in me about her struggles with depression at work after her mom had a stroke. I told her that I'm always here for her and if she wants to seek professional help, I can always help her do so.",10,8,nan,nan,No,Physical health,No,nan,No,nan,No,nan,5,0,Yes,No,nan,5,nan,"Yes, I experienced",nan,4,nan,nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,Male,Brazil,nan,No,I don't know,No,100-500,No,I don't know,I don't know,No,Yes,No,No,No,I don't know,Maybe,No,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,No,"No, none of my previous supervisors",No,Not open at all,Yes,Don't Know,Possibly,nan,Not applicable to me,Not applicable to me,Brazil,nan,nan,nan,nan,nan,Maybe/Not sure,Physical health,No,nan,No,nan,Yes,Things like “coworker X has lost it”.,6,0,nan,nan,No,Same level of comfort for each,No,nan,Yes,We talked about anxiety and burn out.,Yes,Mostly anxiety and aggression episodes.,8,5,Yes,Yes,3,2,nan,No,nan,1,People won’t look at this issue willingly. Most responsive companies make mandatory some kind of evaluation.,It would be great if in your research you managed somehow to figure out best practices to handle mental illness in the workplace.,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,Female,United States of America,Ohio,No,I don't know,Yes,More than 1000,No,Yes,I don't know,No,Yes,Yes,No,No,Somewhat easy,No,No,nan,nan,Yes,I don't know,N/A (was not aware),None did,Some did,I don't know,"No, none of my previous supervisors",No,Very open,nan,Yes,Yes,Yes,Often,Often,United States of America,Ohio,nan,nan,nan,nan,"Yes, I observed",Physical health,No,nan,Yes,Judgemental,No,nan,6,0,nan,nan,No,Physical health,No,nan,No,nan,No,nan,7,0,No,nan,nan,0,Spoke negatively about them,No,nan,1,Talk openly and offerhelp,nan,Yes,White,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,Male,United States of America,New Jersey,No,No,No,More than 1000,No,I don't know,Yes,No,Yes,No,Yes,Yes,Somewhat easy,Maybe,Maybe,nan,nan,No,nan,nan,nan,nan,nan,nan,No,Neutral,nan,No,No,nan,Not applicable to me,Not applicable to me,United States of America,New Jersey,nan,nan,nan,nan,"Yes, I observed",Physical health,No,nan,No,nan,No,nan,9,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,7,nan,"Yes, I observed",nan,4,Remove the stigma attached to it and treat it like any other ailment,nan,No,Asian,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,Female,United Kingdom,nan,No,I don't know,Yes,100-500,Yes,Yes,Yes,Maybe,Yes,No,Yes,Yes,Very easy,Yes,Yes,nan,nan,Yes,I don't know,N/A (was not aware),None did,None did,I don't know,Some of my previous supervisors,Maybe,Somewhat open,No,Possibly,Yes,Yes,Sometimes,Often,United Kingdom,nan,nan,nan,nan,nan,Maybe/Not sure,Same level of comfort for each,Yes,Delivered a presentation to the whole organisation on mental health first aid and publicly disclosed my own diagnosed condition. Received nothing but support and praise for doing so.,Yes,Delivered a presentation to the whole organisation on mental health first aid and publicly disclosed my own diagnosed condition. Received nothing but support and praise for doing so.,Yes,"I am a mental health first aider, lots of people have spoken to me confidentially about their issues.",8,8,nan,nan,Yes,Physical health,Yes,Signed off work. Given paid time off to see counselor for regular weekly sessions.,Yes,.,Yes,.,6,4,Yes,No,nan,9,nan,"Yes, I experienced",nan,3,Reduce stigma. Break the silence.,.,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,Male,Netherlands,nan,No,No,No,More than 1000,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Difficult,No,No,nan,nan,No,nan,nan,nan,nan,nan,nan,Maybe,Neutral,Yes,Don't Know,Possibly,nan,Sometimes,Not applicable to me,Netherlands,nan,nan,nan,nan,nan,Maybe/Not sure,Physical health,Yes,"The stress of the job and the way it manifests in terms of behaviours (people see one thing, but do not make the connection to the cause). In our team we promote ""it's OK to not be OK"", but so far no one has had the courage to take a mental health day.",No,nan,Yes,Someone so stressed that he needed an intervention from management to seek counselling.,8,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,5,nan,"Yes, I observed",nan,2,"More promotion of taking mental health days, more support for remote working (travel budgets are never large enough to truly bring everyone together than needed), more ways to build trust an openness in teams.",No,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
